source_id,title,organization,url,country,topic_tags,source_tier,document_type,publication_date,access_date,last_checked_date,license_status,trainable_for_model_flag,retrieval_only_flag,notes
SRC294,Prenatal Genetic Screening Tests,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/prenatal-genetic-screening-tests,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC295,Assessing and Adopting New Medical Devices for Obstetric and Gynecologic Care,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2020/04/assessing-and-adopting-new-medical-devices-for-obstetric-and-gynecologic-care,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC296,Pregnant and Breastfeeding Women’s Rights and Protections,ACOG,https://www.acog.org/advocacy/policy-priorities/pregnant-and-breastfeeding-womens-rights-and-protections,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC297,Endometrial Hyperplasia,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/gynecologic-problems/endometrial-hyperplasia,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC298,Breastfeeding Support Tools for the Obstetric Care Professional,ACOG,https://www.acog.org/education-and-events/emodules/breastfeeding-support-tools-for-ob-professional,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC299,Billing for Care after the Initial Outpatient Postpartum Visit: The Fourth Trimester | ACOG,ACOG,https://www.acog.org/practice-management/coding/coding-library/coding-for-postpartum-services-the-4th-trimester,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC300,Management of Genital Herpes in Pregnancy,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-bulletin/articles/2020/05/management-of-genital-herpes-in-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC301,Repeated Miscarriages,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/repeated-miscarriages,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC302,Prenatal Genetic Diagnostic Tests,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/prenatal-genetic-diagnostic-tests,INTL,pregnancy_fertility;infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC303,Multiple Pregnancy,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/multiple-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC304,Acetaminophen and Pregnancy,ACOG,https://www.acog.org/womens-health/faqs/acetaminophen-and-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC305,¿Es seguro tomar ibuprofeno o naproxeno durante el embarazo?,ACOG,https://www.acog.org/womens-health/experts-and-stories/ask-acog/es-seguro-tomar-ibuprofeno-o-naproxeno-durante-el-embarazo,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC306,¿ Es seguro tomar acetaminofeno durante el embarazo?,ACOG,https://www.acog.org/womens-health/experts-and-stories/ask-acog/es-seguro-tomar-acetaminofeno-durante-el-embarazo,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC307,Is it safe to take ibuprofen or naproxen during pregnancy?,ACOG,https://www.acog.org/womens-health/experts-and-stories/ask-acog/is-it-safe-to-take-ibuprofen-or-naproxen-during-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC308,Is it safe to take acetaminophen during pregnancy?,ACOG,https://www.acog.org/womens-health/experts-and-stories/ask-acog/is-it-safe-to-take-acetaminophen-during-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC309,Acetaminophen During Pregnancy,ACOG,https://www.acog.org/womens-health/infographics/acetaminophen-during-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC310,Acetaminophen Use in Pregnancy and Neurodevelopmental Outcomes,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-advisory/articles/2025/09/acetaminophen-use-in-pregnancy-and-neurodevelopmental-outcomes,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC311,Digital Pamphlet Subscription,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/~/link.aspx?_id=FE634A9545B243B583054EF7862C9DA6&_z=z,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC312,Digital Pamphlet Subscription,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/contraception/~/link.aspx?_id=FE634A9545B243B583054EF7862C9DA6&_z=z,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC313,Health Care for Incarcerated Women,ACOG,https://www.acog.org/advocacy/policy-priorities/health-care-for-incarcerated-women,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC314,Acetaminophen in Pregnancy,ACOG,https://www.acog.org/clinical-information/physician-faqs/acetaminophen-in-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC315,Routine Tests During Pregnancy,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/routine-tests-during-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC316,Carrier Screening,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/carrier-screening,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC317,Extend Postpartum Medicaid Coverage,ACOG,https://www.acog.org/advocacy/policy-priorities/extend-postpartum-medicaid-coverage,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC318,Optimizing Postpartum Care,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2018/05/optimizing-postpartum-care,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC319,Cystic Fibrosis: Prenatal Screening and Diagnosis,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/cystic-fibrosis-prenatal-screening-and-diagnosis,INTL,pregnancy_fertility;infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC320,Coding for STI Screening in Pregnancy,ACOG,https://www.acog.org/practice-management/coding/coding-library/coding-for-sti-screening-in-pregnancy,INTL,pregnancy_fertility;infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC321,Carrier Screening for Spinal Muscular Atrophy,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/carrier-screening-for-spinal-muscular-atrophy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC322,Genetic Disorders and Pregnancy,ACOG,https://www.acog.org/store/products/patient-education/pamphlets/pregnancy/genetic-disorders,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC323,Preimplantation Genetic Testing,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2020/03/preimplantation-genetic-testing,INTL,infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC324,ACOG Affirms Safety and Benefits of Acetaminophen during Pregnancy,ACOG,https://www.acog.org/news/news-releases/2025/09/acog-affirms-safety-benefits-acetaminophen-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC325,Informed Consent and Shared Decision Making in Obstetrics and Gynecology,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/02/informed-consent-and-shared-decision-making-in-obstetrics-and-gynecology,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC326,Pharmacologic Stepwise Multimodal Approach for Postpartum Pain Management,ACOG,https://www.acog.org/clinical/clinical-guidance/clinical-consensus/articles/2021/09/pharmacologic-stepwise-multimodal-approach-for-postpartum-pain-management,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC327,COVID-19 Vaccination Considerations for Obstetric–Gynecologic Care,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-advisory/articles/2020/12/covid-19-vaccination-considerations-for-obstetric-gynecologic-care,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC328,Headaches in Pregnancy and Postpartum,ACOG,https://www.acog.org/clinical/clinical-guidance/clinical-practice-guideline/articles/2022/05/headaches-in-pregnancy-and-postpartum,INTL,pregnancy_fertility;postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC329,ACOG Response to Consensus Statement on Paracetamol Use During Pregnancy,ACOG,https://www.acog.org/news/news-articles/2021/09/response-to-consensus-statement-on-paracetamol-use-during-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC330,Prenatal Diagnostic Testing for Genetic Disorders,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-bulletin/articles/2016/05/prenatal-diagnostic-testing-for-genetic-disorders,INTL,infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC331,Hemoglobinopathies in Pregnancy,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-advisory/articles/2022/08/hemoglobinopathies-in-pregnancy,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC332,Consumer Testing for Disease Risk,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/01/consumer-testing-for-disease-risk,INTL,infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC333,Modern Genetics in Obstetrics and Gynecology,ACOG,https://www.acog.org/clinical/clinical-guidance/technology-assessment/articles/2018/09/modern-genetics-in-obstetrics-and-gynecology,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC334,"Reproductive Health Care for Incarcerated Pregnant, Postpartum, and Nonpregnant Individuals",ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/07/reproductive-health-care-for-incarcerated-pregnant-postpartum-and-nonpregnant-individuals,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC335,Breastfeeding Challenges,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/02/breastfeeding-challenges,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC336,Barriers to Breastfeeding: Supporting Initiation and Continuation of Breastfeeding,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/02/barriers-to-breastfeeding-supporting-initiation-and-continuation-of-breastfeeding,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC337,Practice Advisory to Update the Duration of Breastfeeding,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-advisory/articles/2023/02/duration-of-breastfeeding-update,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC338,Hand Expression of Breastmilk,ACOG,https://www.acog.org/education-and-events/webinars/hand-expression-of-breastmilk,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC339,Crawled Page SRC339,NHS,https://www.nhs.uk/tests-and-treatments/colposcopy/why-its-done,INTL,women_health_general,tier2,web_scrape,"26 May 2022, 11:09 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC340,Successful Implementation of Clinical Preventive Service: Interventions to Promote Breastfeeding,ACOG,https://www.acog.org/education-and-events/webinars/interventions-to-promote-breastfeeding,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC341,Gynecologic Considerations for Adolescents and Young Women With Cardiac Conditions,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2020/11/gynecologic-considerations-for-adolescents-and-young-women-with-cardiac-conditions,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC342,Extend Postpartum Medicaid Coverage,ACOG,https://www.acog.org/advocacy/policy-priorities/extend-postpartum-medicaid-coverage?utm_source=vanity&utm_medium=web&utm_campaign=advocacy,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC343,Who can get the contraceptive injection,NHS,https://www.nhs.uk/contraception/methods-of-contraception/contraceptive-injection/who-can-get-it,INTL,contraception,tier2,web_scrape,"29 Feb 2024, 9:22 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC344,Gynecologic Management of Adolescents and Young Women With Seizure Disorders,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2020/05/gynecologic-management-of-adolescents-and-young-women-with-seizure-disorders,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC345,Access to Postabortion Contraception,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2021/08/access-to-postabortion-contraception,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC346,About us,NHS,https://www.nhs.uk/about-us,INTL,women_health_general,tier2,web_scrape,"9 Nov 2023, 10:48 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC347,Human papillomavirus (HPV),NHS,https://www.nhs.uk/conditions/human-papilloma-virus-hpv,INTL,women_health_general,tier2,web_scrape,"19 Mar 2019, 11:43 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC348,Counseling Adolescents About Contraception,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2017/08/counseling-adolescents-about-contraception,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC349,Cervical screening,NHS,https://www.nhs.uk/tests-and-treatments/cervical-screening,INTL,women_health_general,tier2,web_scrape,"14 Jul 2023, 3:26 p.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC350,Adolescents and Long-Acting Reversible Contraception: Implants and Intrauterine Devices,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2018/05/adolescents-and-long-acting-reversible-contraception-implants-and-intrauterine-devices,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC351,Global Women's Health,ACOG,https://www.acog.org/programs/global-womens-health,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC352,Withdrawn Clinical Document,ACOG,https://www.acog.org/clinical/withdrawn-document?utm_source=redirect742&utm_medium=web&utm_campaign=int,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC353,Breastfeeding,ACOG,https://www.acog.org/education-and-events/creog/curriculum-resources/additional-curricular-resources/breastfeeding,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC354,Optimizing Support for Breastfeeding as Part of Obstetric Practice,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2018/10/optimizing-support-for-breastfeeding-as-part-of-obstetric-practice,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC355,Breastfeeding,ACOG,https://www.acog.org/en/Topics/Breastfeeding,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC356,Long-Acting Reversible Contraception Implants and Intrauterine Devices,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-bulletin/articles/2017/11/long-acting-reversible-contraception-implants-and-intrauterine-devices,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC357,Maternal Immunization,ACOG,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2018/06/maternal-immunization?utm_source=redirect&utm_medium=web&utm_campaign=otn,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC358,Long-Acting Reversible Contraception (LARC),ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC359,Emergency Contraception,web,https://www.guttmacher.org/state-policy/explore/emergency-contraception,INTL,contraception,tier2,web_scrape,2016-03-14,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC360,Optimizing Care for Pregnancy Loss,ACOG,https://www.acog.org/programs/optimizing-care-for-pregnancy-loss,INTL,pregnancy_fertility,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC361,"U.S. Medical Eligibility Criteria for Contraceptive Use, 2024",CDC,https://www.cdc.gov/contraception/hcp/usmec/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Freproductivehealth%2Fcontraception%2Fmmwr%2Fmec%2Fsummary.html,INTL,contraception,tier2,web_scrape,2024-11-19 00:00:00,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC362,About the Program,ACOG,https://www.acog.org/programs/breastfeeding/about-the-program,INTL,postpartum_breastfeeding,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC363,Postpartum Contraceptive Access Initiative,ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc/activities-initiatives/postpartum-contraceptive-access-initiative,INTL,postpartum_breastfeeding;contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC364,LARC Video Series,ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc/video-series,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC365,Long-Acting Reversible Contraception Implants and Intrauterine Devices,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-bulletin/articles/2017/11/long-acting-reversible-contraception-implants-and-intrauterine-devices?utm_source=redirect&utm_medium=web&utm_campaign=otn,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC366,Activities & Initiatives,ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc/activities-initiatives,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC367,About the Program,ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc/about-the-program,INTL,contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC368,Medicaid Reimbursement for Postpartum LARC,ACOG,https://www.acog.org/programs/long-acting-reversible-contraception-larc/activities-initiatives/medicaid-reimbursement-for-postpartum-larc,INTL,postpartum_breastfeeding;contraception,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC369,Withdrawn Clinical Document,ACOG,https://www.acog.org/clinical/withdrawn-document?utm_source=redirect670&utm_medium=web&utm_campaign=int,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC370,Where to get the contraceptive injection,NHS,https://www.nhs.uk/contraception/methods-of-contraception/contraceptive-injection/where-to-get-it,INTL,contraception,tier2,web_scrape,"29 Feb 2024, 9:22 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC371,Breast Cancer Risk Assessment and Screening in Average-Risk Women,ACOG,https://www.acog.org/clinical/clinical-guidance/practice-bulletin/articles/2017/07/breast-cancer-risk-assessment-and-screening-in-average-risk-women,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC372,What is the contraceptive injection?,NHS,https://www.nhs.uk/contraception/methods-of-contraception/contraceptive-injection/what-is-it,INTL,contraception,tier2,web_scrape,"29 Feb 2024, 9:22 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC373,Report an issue with the NHS website,NHS,https://www.nhs.uk/report-an-issue-with-the-nhs-website,INTL,women_health_general,tier2,web_scrape,"9 Mar 2026, 10:16 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC374,Crawled Page SRC374,NICHD,https://www.nichd.nih.gov/health,INTL,women_health_general,tier2,web_scrape,2019-12-11,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC375,Crawled Page SRC375,NICHD,https://www.nichd.nih.gov/research/atNICHD/Investigators,INTL,infection_sti,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC376,HIV and AIDS,NHS,https://www.nhs.uk/conditions/hiv-and-aids,INTL,women_health_general,tier2,web_scrape,"23 Oct 2017, 1:50 p.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC377,Find contraception services,NHS,https://www.nhs.uk/nhs-services/sexual-health-services/find-contraception-services,INTL,contraception,tier2,web_scrape,"31 Jul 2024, 11:16 a.m.",2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC378,Crawled Page SRC378,NICHD,https://www.nichd.nih.gov/grants-contracts/funding-opps-and-notices,INTL,women_health_general,tier2,web_scrape,2026-01-16,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC379,Crawled Page SRC379,NICHD,https://www.nichd.nih.gov/research,INTL,women_health_general,tier2,web_scrape,2019-12-10,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC380,Crawled Page SRC380,NICHD,https://www.nichd.nih.gov/research/atNICHD,INTL,women_health_general,tier2,web_scrape,2024-02-09,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC381,Crawled Page SRC381,NICHD,https://www.nichd.nih.gov/research/meetings,INTL,women_health_general,tier2,web_scrape,2025-01-23,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC382,Crawled Page SRC382,NICHD,https://www.nichd.nih.gov/grants-contracts/process-strategies,INTL,women_health_general,tier2,web_scrape,2017-12-30,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC383,Crawled Page SRC383,NICHD,https://www.nichd.nih.gov/about/org/strategicplan,INTL,women_health_general,tier2,web_scrape,2025-01-17,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC384,Crawled Page SRC384,NICHD,https://www.nichd.nih.gov/research/resources/index,INTL,women_health_general,tier2,web_scrape,2023-06-26,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC385,NICHD-Supported Research Networks & Initiatives,NICHD,https://www.nichd.nih.gov/research/supported/Pages/index.aspx,INTL,women_health_general,tier2,web_scrape,,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
SRC386,Crawled Page SRC386,NICHD,https://www.nichd.nih.gov/research/fundedbyNICHD,INTL,women_health_general,tier2,web_scrape,2023-10-26,2026-03-14,2026-03-14,retrieval_only,false,true,Web-scraped source; needs evidence review before direct clinical claims.
